,mean Dice,mean HD95
0,94.54469680786133,2.2360680103302
1,94.60068345069885,2.2360680103302
2,94.52877044677734,2.2360680103302
3,94.63664889335632,2.2360680103302
4,94.73832249641418,2.2360680103302
5,94.97653245925903,2.0
6,94.85623836517334,2.2360680103302
7,94.91593837738037,2.0
8,94.44960951805115,2.2360680103302
9,94.36047673225403,2.2360680103302
10,94.36697959899902,2.2360680103302
11,94.26326751708984,2.2360680103302
12,94.50446367263794,2.2360680103302
13,94.56526041030884,2.2360680103302
14,94.6140468120575,2.2360680103302
15,94.53087449073792,2.2360680103302
16,94.45679187774658,2.2360680103302
17,94.52183842658997,2.2360680103302
18,94.6712851524353,2.2360680103302
19,94.65426802635193,2.2360680103302
