,mean Dice,mean HD95
0,92.1646773815155,3.7416574954986572
1,92.30467081069946,3.464101552963257
2,92.96790957450867,3.0
3,92.05869436264038,3.7416574954986572
4,93.10844540596008,3.1622776985168457
5,93.28604936599731,3.0
6,92.19571352005005,3.464101552963257
7,92.50231385231018,3.316624879837036
8,91.75712466239929,3.605551242828369
9,92.1995759010315,3.1622776985168457
10,90.91726541519165,4.123105525970459
11,90.41860103607178,4.123105525970459
12,93.01562905311584,3.464101552963257
13,92.6216185092926,3.605551242828369
14,94.39453482627869,2.4494898319244385
15,94.07684206962585,2.8284270763397217
16,93.60318779945374,2.4494898319244385
17,93.66613030433655,2.4494898319244385
18,93.05302500724792,3.1622776985168457
19,92.98912286758423,3.1622776985168457
