,mean Dice,mean HD95
0,95.95335125923157,2.2360680103302
1,95.99726796150208,2.2360680103302
2,95.94486951828003,2.4494898319244385
3,95.75132727622986,2.2360680103302
4,96.19966745376587,2.0
5,95.82816958427429,2.2360680103302
6,95.72266340255737,2.2360680103302
7,95.21127939224243,2.4494898319244385
8,96.4689314365387,1.7320507764816284
9,97.21282124519348,1.4142135381698608
10,96.99591398239136,1.4142135381698608
11,97.39408493041992,1.4142135381698608
12,94.83627080917358,2.8284270763397217
13,95.07198929786682,2.4494898319244385
14,95.39857506752014,2.4494898319244385
15,94.942706823349,2.8284270763397217
16,96.3895857334137,2.0
17,95.78133821487427,2.2360680103302
18,95.63950300216675,2.4494898319244385
19,95.51772475242615,2.4494898319244385
