,mean Dice,mean HD95
0,95.2505350112915,2.0
1,95.43354511260986,2.0
2,95.44820785522461,2.0
3,95.28226852416992,2.0
4,95.4504907131195,2.0
5,95.43875455856323,2.0
6,95.73559761047363,2.0
7,95.72843313217163,2.0
8,95.46440243721008,2.0
9,95.60304284095764,2.0
10,95.62758803367615,2.0
11,95.62582969665527,2.0
12,95.45572400093079,2.0
13,95.47282457351685,2.0
14,95.64617276191711,2.0
15,95.70558667182922,2.0
16,95.3149676322937,2.0
17,95.61530947685242,2.0
18,95.50966620445251,2.0
19,95.52114605903625,2.0
