,mean Dice,mean HD95
0,97.3595380783081,1.0
1,96.99451923370361,1.0
2,96.88200950622559,1.0
3,97.34798073768616,1.0
4,96.763014793396,1.4142135381698608
5,96.9136118888855,1.4142135381698608
6,96.93626165390015,1.0
7,97.08528518676758,1.0
8,97.2292423248291,1.0
9,97.30426669120789,1.0
10,96.92917466163635,1.0
11,97.19005823135376,1.0
12,97.23437428474426,1.4142135381698608
13,97.14929461479187,1.4142135381698608
14,96.99328541755676,1.0
15,96.74466848373413,1.4142135381698608
16,97.17254638671875,1.0
17,97.20203876495361,1.0
18,97.04262614250183,1.0
19,97.21601009368896,1.0
